row Id,file Id,Record_Type,State,Buy_Sell,Quantity,Instrument_Code,ISIN_Code,Sedol_Code,Exchange_Id,Gross_Price,Net_Net_Price,Gross_Consideration,Net_Net_Consideration,Settlement_Consideration,Counterparty,Trade_Date,Trade_Time,Trade_Id,Version_Number,Settlement_Date,Dealt_Ccy,Settlement_Ccy,Dealt_To_Settlement_Rate,Dealing_Capacity,Order_Id,Entered_By,Exchange_Trade_Code,Book_Id,Trader,Accrued_Days,Accrued_Interest,Trade_Flags,Sub_Account,Commission,Market_Charges,Brokerage,Stamp_Duty,PTM_Levy,Oasys_Ref,Notes,Bo_Counterparty,BO_Sub_Account,BO_Book_Id,Book_Settlement_Model,Cpty_Book_Id,BO_Cpty_Book_Id,Entered_By_User_Group,BO_Entered_By_User_Group,BO_Counterparty_CREF,BO_Counterparty_CRF2,Instrument_Id,Counterparty_Id,Account_Id,Entered_Date,Entered_Time,Business_Transaction,Commission_Type,Commission_Value,Trading_Entity_ID,Instrument_Description,Epic_Code,Counterparty_Description,Counterparty_Type,Country_Of_Domicile,Amended_Date,Amended_Time,Sales_Credit,Markup,Facilitation,Dealt_Price,Group_Id,Net_Price,Net_Consideration,Business_Transaction_Description,BO_Order_Counterparty,Order_Counterparty,BO_Order_Counterparty_CREF,BO_Order_Counterparty_CREF2,Charge_Name_1,Charge_Amount_1,Charge_Inclusive_1,Charge_Currency_1,Charge_Currency_Amount_1,Charge_Name_2,Charge_Amount_2,Charge_Inclusive_2,Charge_Currency_2,Charge_Currency_Amount_2,Charge_Name_3,Charge_Amount_3,Charge_Inclusive_3,Charge_Currency_3,Charge_Currency_Amount_3,Charge_Name_4,Charge_Amount_4,Charge_Inclusive_4,Charge_Currency_4,Charge_Currency_Amount_4,Charge_Name_5,Charge_Amount_5,Charge_Inclusive_5,Charge_Currency_5,Charge_Currency_Amount_5,Charge_Name_6,Charge_Amount_6,Charge_Inclusive_6,Charge_Currency_6,Charge_Currency_Amount_6,Charge_Name_7,Charge_Amount_7,Charge_Inclusive_7,Charge_Currency_7,Charge_Currency_Amount_7,Charge_Name_8,Charge_Amount_8,Charge_Inclusive_8,Charge_Currency_8,Charge_Currency_Amount_8,Charge_Name_9,Charge_Amount_9,Charge_Inclusive_9,Charge_Currency_9,Charge_Currency_Amount_9,Instrument_To_Dealt_Rate,Trade_Date Time,Counterparty_BIC_Code,BO_User,BO_State,Charge_Name_10,Charge_Amount_10,Charge_Inclusive_10,Charge_Currency_10,Charge_Currency_Amount_10,Charge_Name_11,Charge_Amount_11,Charge_Inclusive_11,Charge_Currency_11,Charge_Currency_Amount_11,Charge_Name_12,Charge_Amount_12,Charge_Inclusive_12,Charge_Currency_12,Charge_Currency_Amount_12,Charge_Name_13,Charge_Amount_13,Charge_Inclusive_13,Charge_Currency_13,Charge_Currency_Amount_13,Charge_Name_14,Charge_Amount_14,Charge_Inclusive_14,Charge_Currency_14,Charge_Currency_Amount_14,Charge_Name_15,Charge_Amount_15,Charge_Inclusive_15,Charge_Currency_15,Charge_Currency_Amount_15,Dealt_Price_Type,BO_Sub_Account_CREF,BO_Sub_Account_CRF2,Trader_Ref,Execution_Venue,Order_Price_Type,Link_Reference,BO_Clearing_Service_Id,Representative_Id,Investor_Id,Exchange_Account_Id,Official_Place_Of_Listing,Listing_Exchange_Id,Reporting_Exchange_Id,Basket_Id,Entered_Dealt_To_Settlement_Rate,Entered_Dealt_To_Settlement_Sense,Entered_Instrument_To_Dealt_Rate,Entered_Instrument_To_Dealt_Sense,Order_Entry_Type,Payment_Method_Id,BO_Instrument_Code_1,Riskless_Flag,Counterparty_Contact,BO_Instrument_Code_2,Original_Counterparty,BO_Original_Counterparty,BO_Original_Counterparty_CREF,BO_Original_Counterparty_CREF2,table Report File
1760267,8129,M,I,B,257,SIE.DE,DE0007236101,5727973,GER,111.45,111.4578,28642.65,28644.65,28644.65,MSDMA,20170804,14:50:17,00028316652TRLO0-1,1,20170808,EUR,EUR,1,A,00001695356ORLO0,EMMA,6xYDrNTRSOaipb18kOKkxAA,DMA,DMA,0,0,AT AE  ,,0,0,2,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:17,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:17,0,0,0,111.45,,111.4578,28644.65,Broker fill,,ESIBL,,,BROKERAGE,2,Y,EUR,2,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:17.434000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760268,8129,M,I,B,2,SIE.DE,DE0007236101,5727973,GER,111.45,111.46,222.9,222.92,222.92,MSDMA,20170804,14:50:17,00028316653TRLO0-1,1,20170808,EUR,EUR,1,A,00001695356ORLO0,EMMA,i2NBFvh0QteLsPJfRQggsgA,DMA,DMA,0,0,AT AE  ,,0,0,0.02,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:17,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:17,0,0,0,111.45,,111.46,222.92,Broker fill,,ESIBL,,,BROKERAGE,0.02,Y,EUR,0.02,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:17.434000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760269,8129,M,I,B,18,SIE.DE,DE0007236101,5727973,GER,111.4,111.4078,2005.2,2005.34,2005.34,MSDMA,20170804,14:50:33,00028316654TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,xwkN9vuyR2WxYzzuJsLTuwA,DMA,DMA,0,0,AT AE  ,,0,0,0.14,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4078,2005.34,Broker fill,,ESIBL,,,BROKERAGE,0.140000001,Y,EUR,0.14,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760270,8129,M,I,B,350,SIE.DE,DE0007236101,5727973,GER,111.4,111.4078,38990,38992.73,38992.73,MSDMA,20170804,14:50:33,00028316655TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,-2fAZMAxTJuJciurm5AzFAA,DMA,DMA,0,0,AT AE  ,,0,0,2.73,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4078,38992.73,Broker fill,,ESIBL,,,BROKERAGE,2.730000019,Y,EUR,2.73,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760271,8129,M,I,B,200,SIE.DE,DE0007236101,5727973,GER,111.4,111.4078,22280,22281.56,22281.56,MSDMA,20170804,14:50:33,00028316656TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,#NAME?,DMA,DMA,0,0,AT AE  ,,0,0,1.56,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4078,22281.56,Broker fill,,ESIBL,,,BROKERAGE,1.559999943,Y,EUR,1.56,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760272,8129,M,I,B,268,SIE.DE,DE0007236101,5727973,GER,111.4,111.4078,29855.2,29857.29,29857.29,MSDMA,20170804,14:50:33,00028316657TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,8rSaKpr7RiCYmuSSG-tnDgA,DMA,DMA,0,0,AT AE  ,,0,0,2.09,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4078,29857.29,Broker fill,,ESIBL,,,BROKERAGE,2.089999914,Y,EUR,2.09,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760273,8129,M,I,B,71,SIE.DE,DE0007236101,5727973,GER,111.4,111.4077,7909.4,7909.95,7909.95,MSDMA,20170804,14:50:33,00028316658TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,LF-qn_qfQjyBc2fFsln2sgA,DMA,DMA,0,0,AT AE  ,,0,0,0.55,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4077,7909.95,Broker fill,,ESIBL,,,BROKERAGE,0.550000012,Y,EUR,0.55,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760274,8129,M,I,B,93,SIE.DE,DE0007236101,5727973,GER,111.4,111.4079,10360.2,10360.93,10360.93,MSDMA,20170804,14:50:33,00028316659TRLO0-1,1,20170808,EUR,EUR,1,A,00001695357ORLO0,EMMA,sYPFl8T7QxSSvL48t72G4gA,DMA,DMA,0,0,AT AE  ,,0,0,0.73,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:33,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:33,0,0,0,111.4,,111.4079,10360.93,Broker fill,,ESIBL,,,BROKERAGE,0.730000019,Y,EUR,0.73,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:33.246000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760275,8129,M,I,B,44,SIE.DE,DE0007236101,5727973,GER,111.4,111.4077,4901.6,4901.94,4901.94,MSDMA,20170804,14:50:55,00028316660TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,xD1DnCL8RX2dw786HJNadQA,DMA,DMA,0,0,AT AE  ,,0,0,0.34,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4077,4901.94,Broker fill,,ESIBL,,,BROKERAGE,0.340000004,Y,EUR,0.34,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.422000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,XETR,LIM,,UNIVERSAL,,,,XFRA,GER,GER,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760276,8129,M,I,B,86,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,9580.4,9581.07,9581.07,MSDMA,20170804,14:50:55,00028316661TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,CKuvIqR9RBWBX95SgWW0IgA,DMA,DMA,0,0,AT AE  ,,0,0,0.67,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,9581.07,Broker fill,,ESIBL,,,BROKERAGE,0.670000017,Y,EUR,0.67,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760277,8129,M,I,B,34,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4079,3787.6,3787.87,3787.87,MSDMA,20170804,14:50:55,00028316662TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,4S71h5s8S8eilXgjh2L_QwA,DMA,DMA,0,0,AT AE  ,,0,0,0.27,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4079,3787.87,Broker fill,,ESIBL,,,BROKERAGE,0.270000011,Y,EUR,0.27,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760278,8129,M,I,B,100,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,11140,11140.78,11140.78,MSDMA,20170804,14:50:55,00028316663TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,Si7I0tL8QMW1oFHUchbR_gA,DMA,DMA,0,0,AT AE  ,,0,0,0.78,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,11140.78,Broker fill,,ESIBL,,,BROKERAGE,0.779999971,Y,EUR,0.78,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760279,8129,M,I,B,50,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,5570,5570.39,5570.39,MSDMA,20170804,14:50:55,00028316664TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,Ik1aKItSSimePr2GTKUSXAA,DMA,DMA,0,0,AT AE  ,,0,0,0.39,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,5570.39,Broker fill,,ESIBL,,,BROKERAGE,0.389999986,Y,EUR,0.39,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760280,8129,M,I,B,50,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,5570,5570.39,5570.39,MSDMA,20170804,14:50:55,00028316665TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,pMruxFC5QjyQTWj_fng1FQA,DMA,DMA,0,0,AT AE  ,,0,0,0.39,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,5570.39,Broker fill,,ESIBL,,,BROKERAGE,0.389999986,Y,EUR,0.39,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760281,8129,M,I,B,80,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,8912,8912.62,8912.62,MSDMA,20170804,14:50:55,00028316666TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,fASDPX5oR5OCPTmBvCxdFgA,DMA,DMA,0,0,AT AE  ,,0,0,0.62,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,8912.62,Broker fill,,ESIBL,,,BROKERAGE,0.620000005,Y,EUR,0.62,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760282,8129,M,I,B,50,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,5570,5570.39,5570.39,MSDMA,20170804,14:50:55,00028316667TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,eYMZahMiQJqOJJfWLPYSjAA,DMA,DMA,0,0,AT AE  ,,0,0,0.39,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,5570.39,Broker fill,,ESIBL,,,BROKERAGE,0.389999986,Y,EUR,0.39,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760283,8129,M,I,B,319,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,35536.6,35539.09,35539.09,MSDMA,20170804,14:50:55,00028316668TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,2CE9lNLaQuGA-9lCUSGbSQA,DMA,DMA,0,0,AT AE  ,,0,0,2.49,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,35539.09,Broker fill,,ESIBL,,,BROKERAGE,2.49000001,Y,EUR,2.49,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
1760284,8129,M,I,B,237,SIE.DE,DE0007236101,5727973,BTE,111.4,111.4078,26401.8,26403.65,26403.65,MSDMA,20170804,14:50:55,00028316669TRLO0-1,1,20170808,EUR,EUR,1,A,00001695358ORLO0,EMMA,dcdGlu9rSuu7KinGKsUuvQA,DMA,DMA,0,0,AT AE  ,,0,0,1.85,0,0,,,,,DMA,,,,,,,,1273LO,26881CL,,20170804,14:50:55,BE,FIXED_AMOUNT,0,EXIE,SIEMENS AG NA,SIE,Morgan Stanley - DMA ORDERS,M,,20170804,14:50:55,0,0,0,111.4,,111.4078,26403.65,Broker fill,,ESIBL,,,BROKERAGE,1.850000024,Y,EUR,1.85,COMMISSION,0,Y,EUR,0,MARKETCHARGE,0,Y,EUR,0,MARKUP,0,Y,EUR,0,SALESCREDIT,0,Y,EUR,0,commission,0,Y,EUR,0,,0, ,,0,,0, ,,0,,0, ,,0,1,20170804 14:50:55.423000 +0100s,,DMA,I,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,,0, ,,0,G,,,,BATE,LIM,,UNIVERSAL,,,,XFRA,GER,BTE,,1,M,1,M,E,A,,N,,,,,,,System.Data.Entity.DynamicProxies.tableReportFile_97655A83ACD20E16DD50672A50CB6EB40BC83AD923EB70B8B105F99C5504B07D
